Index,PDB Code,Class,Region
d1o9ra_,1o9r,all-a,A:
d1ji4a_,1ji4,all-a,A:
d1umna_,1umn,all-a,A:
d1tjoa_,1tjo,all-a,A:
d1vela_,1vel,all-a,A:
d1zs3a1,1zs3,all-a,A:3-173
d2fjca1,2fjc,all-a,A:27-177
d1lb3a_,1lb3,all-a,A:
d1z6oa1,1z6o,all-a,A:13-212
d1z6om1,1z6o,all-a,M:1-191
d2fzfa1,2fzf,all-a,A:10-167
d1yuza1,1yuz,all-a,A:23-157
d1mtyd_,1mty,all-a,D:
d1mtyb_,1mty,all-a,B:
d1mxra_,1mxr,all-a,A:
d1kgna_,1kgn,all-a,A:
d1h0oa_,1h0o,all-a,A:
d1syya_,1syy,all-a,A:
d1afra_,1afr,all-a,A:
d1otka_,1otk,all-a,A:
d2inca1,2inc,all-a,A:2-492
d2incb1,2inc,all-a,B:8-329
d1za0a1,1za0,all-a,A:8-274
d1jkva_,1jkv,all-a,A:
d2cwla1,2cwl,all-a,A:1-299
d2gyqa1,2gyq,all-a,A:1-160
d1zpya1,1zpy,all-a,A:4-94
d1rtyb_,1rty,all-a,B:
d1noga_,1nog,all-a,A:
d1niga_,1nig,all-a,A:
d1wa8a1,1wa8,all-a,A:1-99
d1wa8b1,1wa8,all-a,B:602-695
d2g38a1,2g38,all-a,A:8-84
d2g38b1,2g38,all-a,B:2-174
d1bgca_,1bgc,all-a,A:
d1alua_,1alu,all-a,A:
d1i1rb_,1i1r,all-a,B:
d1lkia_,1lki,all-a,A:
d1huwa_,1huw,all-a,A:
d1f6fa_,1f6f,all-a,A:
d1cnt1_,1cnt,all-a,0.04166666667
d1ax8a_,1ax8,all-a,A:
d1evsa_,1evs,all-a,A:
d1f45b_,1f45,all-a,B:
d1eera_,1eer,all-a,A:
d1v7mv_,1v7m,all-a,V:
d2gmfa_,2gmf,all-a,A:
d2b8ua1,2b8u,all-a,A:1-129
d1hula_,1hul,all-a,A:
d1etea_,1ete,all-a,A:
d1m48a_,1m48,all-a,A:
d1jlia_,1jli,all-a,A:
d1ijza_,1ijz,all-a,A:
d2ilka_,2ilk,all-a,A:
d1lqsl_,1lqs,all-a,L:
d1n1fa_,1n1f,all-a,A:
d1wu3i_,1wu3,all-a,I:
d1m4ra_,1m4r,all-a,A:
d1b5la_,1b5l,all-a,A:
d1d9ca_,1d9c,all-a,A:
d2d5ba1,2d5b,all-a,A:349-500
d1pfva1,1pfv,all-a,A:389-550
d1rqga1,1rqg,all-a,A:397-606
d1u0bb1,1u0b,all-a,B:316-461
d1ilea1,1ile,all-a,A:642-821
d1ffya1,1ffy,all-a,A:645-917
d1ivsa2,1ivs,all-a,A:579-796
d1f7ua1,1f7u,all-a,A:484-607
d1iq0a1,1iq0,all-a,A:467-592
d1h3na1,1h3n,all-a,A:687-814
d1t8ka_,1t8k,all-a,A:
d1klpa_,1klp,all-a,A:
d1vkua_,1vku,all-a,A:
d1nq4a_,1nq4,all-a,A:
d2pnga1,2png,all-a,A:1-76
d1dnya_,1dny,all-a,A:
d1dv5a_,1dv5,all-a,A:
d1fr2a_,1fr2,all-a,A:
d1qrjb1,1qrj,all-a,B:131-214
d1a8oa_,1a8o,all-a,A:
d1d1da1,1d1d,all-a,A:151-230
d2fi2a1,2fi2,all-a,A:37-128
d1e6ia_,1e6i,all-a,A:
d1f68a_,1f68,all-a,A:
d1eqfa1,1eqf,all-a,A:1359-1497
d1eqfa2,1eqf,all-a,A:1498-1625
d1jspb_,1jsp,all-a,B:
d1gkza1,1gkz,all-a,A:38-185
d1jm6a1,1jm6,all-a,A:1003-1169
d1ivha1,1ivh,all-a,A:242-392
d1rx0a1,1rx0,all-a,A:241-393
d1r2ja1,1r2j,all-a,A:213-365
d1siqa1,1siq,all-a,A:239-392
d1u8va1,1u8v,all-a,A:276-490
d2c12a1,2c12,all-a,A:261-430
d2d29a1,2d29,all-a,A:235-387
d1w07a1,1w07,all-a,A:273-461
d1w07a2,1w07,all-a,A:462-659
d2cj4a1,2cj4,all-a,A:4-150
d1x91a_,1x91,all-a,A:
d1pi1a_,1pi1,all-a,A:
d1tdpa_,1tdp,all-a,A:
d2bl7a1,2bl7,all-a,A:3-82
d2etda1,2etd,all-a,A:35-183
d1v9va1,1v9v,all-a,A:8-108
d2fefa1,2fef,all-a,A:6-129
d2fug11,2fug,all-a,1:334-438
d1nkda_,1nkd,all-a,A:
d1joya_,1joy,all-a,A:
d1b3qa1,1b3q,all-a,A:293-354
d2c2aa1,2c2a,all-a,A:232-320
d1pd3a_,1pd3,all-a,A:
d1ufia_,1ufi,all-a,A:
d1skva_,1skv,all-a,A:
d1zkea1,1zke,all-a,A:1-79
d2bzba1,2bzb,all-a,A:1-54
d2az0a1,2az0,all-a,A:2-71
d2hwna1,2hwn,all-a,A:5-43
d2ezwa1,2ezw,all-a,A:12-61
d1ng7a_,1ng7,all-a,A:
d1nh2b_,1nh2,all-a,B:
d1nvpb_,1nvp,all-a,B:
d1nh2d1,1nh2,all-a,D:5-54
d1ecia_,1eci,all-a,A:
d1b0na1,1b0n,all-a,A:74-108
d1g2ya_,1g2y,all-a,A:
d1pzqa_,1pzq,all-a,A:
d1q2ha_,1q2h,all-a,A:
d1e3oc2,1e3o,all-a,C:1-75
d1ic8a2,1ic8,all-a,A:87-180
d1lmb3_,1lmb,all-a,0.125
d1r69a_,1r69,all-a,A:
d1adra_,1adr,all-a,A:
d1d1la_,1d1l,all-a,A:
d1nera_,1ner,all-a,A:
d1rzsa_,1rzs,all-a,A:
d1b0na2,1b0n,all-a,A:1-68
d1utxa_,1utx,all-a,A:
d2b5aa1,2b5a,all-a,A:1-77
d2bnma1,2bnm,all-a,A:6-76
d1dwka1,1dwk,all-a,A:1-86
d1vpwa1,1vpw,all-a,A:3-58
d1l1ma_,1l1m,all-a,A:
d1s4ka_,1s4k,all-a,A:
d1wh8a_,1wh8,all-a,A:
d1s7ea2,1s7e,all-a,A:6-85
d1ysea1,1yse,all-a,A:368-455
d1y9qa1,1y9q,all-a,A:4-82
d1zs4a1,1zs4,all-a,A:4-81
d2auwa1,2auw,all-a,A:88-154
d2awia1,2awi,all-a,A:2-66
d1x57a1,1x57,all-a,A:8-85
d2a6ca1,2a6c,all-a,A:1-69
d1hq1a_,1hq1,all-a,A:
d1qzxa2,1qzx,all-a,A:295-432
d1qb2a_,1qb2,all-a,A:
d1sknp_,1skn,all-a,P:
d1k1va_,1k1v,all-a,A:
d1nkpb_,1nkp,all-a,B:
d1nkpa_,1nkp,all-a,A:
d1nlwa_,1nlw,all-a,A:
d1mdya_,1mdy,all-a,A:
d1an4a_,1an4,all-a,A:
d1a0aa_,1a0a,all-a,A:
d1am9a_,1am9,all-a,A:
d1pzra_,1pzr,all-a,A:
d1qx2a_,1qx2,all-a,A:
d1k8ua_,1k8u,all-a,A:
d1psra_,1psr,all-a,A:
d1qlsa_,1qls,all-a,A:
d1xk4a1,1xk4,all-a,A:1-87
d1xk4c1,1xk4,all-a,C:4-86
d1j55a_,1j55,all-a,A:
d1yura1,1yur,all-a,A:1-98
d1k9ua_,1k9u,all-a,A:
d1sraa_,1sra,all-a,A:
d2pvba_,2pvb,all-a,A:
d1ctaa_,1cta,all-a,A:
d2scpa_,2scp,all-a,A:
d2sasa_,2sas,all-a,A:
d1c7va_,1c7v,all-a,A:
d1j7qa_,1j7q,all-a,A:
d1qv0a_,1qv0,all-a,A:
d1nyaa_,1nya,all-a,A:
d1jfja_,1jfj,all-a,A:
d1exra_,1exr,all-a,A:
d1oqpa_,1oqp,all-a,A:
d1m45a_,1m45,all-a,A:
d1wdcb_,1wdc,all-a,B:
d1auib_,1aui,all-a,B:
d1uhna_,1uhn,all-a,A:
d1omra_,1omr,all-a,A:
d1s6ca_,1s6c,all-a,A:
d1jbaa_,1jba,all-a,A:
d1xo5a_,1xo5,all-a,A:
d1s6ia_,1s6i,all-a,A:
d1tiza_,1tiz,all-a,A:
d1qjta_,1qjt,all-a,A:
d1ff1a_,1ff1,all-a,A:
d1fi6a_,1fi6,all-a,A:
d1ij5a_,1ij5,all-a,A:
d1hqva_,1hqv,all-a,A:
d1k94a_,1k94,all-a,A:
d1alva_,1alv,all-a,A:
d1y1xa_,1y1x,all-a,A:
d1djxa1,1djx,all-a,A:200-298
d1eg3a1,1eg3,all-a,A:85-209
d1eg3a2,1eg3,all-a,A:210-306
d1yvha1,1yvh,all-a,A:178-263
d1h8ba_,1h8b,all-a,A:
d1snla_,1snl,all-a,A:
d1tuza_,1tuz,all-a,A:
d1wlza1,1wlz,all-a,A:229-311
d1pula1,1pul,all-a,A:18-120
d1wlma1,1wlm,all-a,A:8-145
d1c3ya_,1c3y,all-a,A:
d2p70a1,2p70,all-a,A:1-132
d1p28a_,1p28,all-a,A:
d1ooha_,1ooh,all-a,A:
d1r5ra_,1r5r,all-a,A:
d1iioa_,1iio,all-a,A:
d2ciwa1,2ciw,all-a,A:0-119
d2ciwa2,2ciw,all-a,A:120-298
d1h67a_,1h67,all-a,A:
d1bkra_,1bkr,all-a,A:
d1aoaa1,1aoa,all-a,A:121-251
d1aoaa2,1aoa,all-a,A:260-375
d1wjoa_,1wjo,all-a,A:
d1rt8a_,1rt8,all-a,A:
d1sh5a1,1sh5,all-a,A:8-127
d1pa7a_,1pa7,all-a,A:
d1p2xa_,1p2x,all-a,A:
d1ujoa_,1ujo,all-a,A:
d1lnsa1,1lns,all-a,A:1-145
d1wixa_,1wix,all-a,A:
d1a26a1,1a26,all-a,A:662-796
d1gs0a1,1gs0,all-a,A:207-340
d2axia1,2axi,all-a,A:25-109
d1v32a_,1v32,all-a,A:
d1uhra_,1uhr,all-a,A:
d1tf5a1,1tf5,all-a,A:227-348
d1baza_,1baz,all-a,A:
d1mnta_,1mnt,all-a,A:
d2cpga_,2cpg,all-a,A:
d1p94a_,1p94,all-a,A:
d2hzaa1,2hza,all-a,A:1-48
d2bj7a1,2bj7,all-a,A:1-50
d1irqa_,1irq,all-a,A:
d1cmba_,1cmb,all-a,A:
d1zx3a1,1zx3,all-a,A:10-95
d1xrxa1,1xrx,all-a,A:1-35
d2bsqe1,2bsq,all-a,E:2-70
d1y9ba1,1y9b,all-a,A:3-83
d1tu7a1,1tu7,all-a,A:78-208
d2c4ja1,2c4j,all-a,A:86-218
d1k3ya1,1k3y,all-a,A:81-222
d1duga1,1dug,all-a,A:81-220
d1oe8a1,1oe8,all-a,A:85-207
d1ljra1,1ljr,all-a,A:80-244
d2cvda1,2cvd,all-a,A:76-199
d1m0ua1,1m0u,all-a,A:123-249
d2gsqa1,2gsq,all-a,A:76-202
d1tw9a1,1tw9,all-a,A:78-206
d1eema1,1eem,all-a,A:103-241
d1e6ba1,1e6b,all-a,A:88-220
d1gwca1,1gwc,all-a,A:87-224
d1oyja1,1oyj,all-a,A:86-230
d1jlva1,1jlv,all-a,A:85-207
d1r5aa1,1r5a,all-a,A:87-215
d1v2aa1,1v2a,all-a,A:84-208
d1gnwa1,1gnw,all-a,A:86-211
d1aw9a1,1aw9,all-a,A:83-217
d1n2aa1,1n2a,all-a,A:81-201
d1f2ea1,1f2e,all-a,A:81-201
d1okta1,1okt,all-a,A:86-211
d1g7oa1,1g7o,all-a,A:76-215
d1k0da1,1k0d,all-a,A:201-351
d1nhya1,1nhy,all-a,A:76-219
d1k0ma1,1k0m,all-a,A:92-240
d1z9ha1,1z9h,all-a,A:213-373
d2fnoa1,2fno,all-a,A:88-236
d1bmta1,1bmt,all-a,A:651-740
d2tpta1,2tpt,all-a,A:1-70
d1uoua1,1uou,all-a,A:33-100
d1khda1,1khd,all-a,A:12-80
d1v8ga1,1v8g,all-a,A:1-65
d2fzta1,2fzt,all-a,A:1-78
d1v2za_,1v2z,all-a,A:
d1w53a_,1w53,all-a,A:
d1bg1a1,1bg1,all-a,A:136-321
d1uura1,1uur,all-a,A:242-359
d1ez3a_,1ez3,all-a,A:
d1lvfa_,1lvf,all-a,A:
d1fioa_,1fio,all-a,A:
d1hs7a_,1hs7,all-a,A:
d1vcsa1,1vcs,all-a,A:8-96
d1s2xa_,1s2x,all-a,A:
d1rw6a_,1rw6,all-a,A:
d2fupa1,2fup,all-a,A:1-130
d1t98a2,1t98,all-a,A:119-281
d1yvha2,1yvh,all-a,A:48-177
d1de4c1,1de4,all-a,C:609-756
d2or4a1,2or4,all-a,A:594-750
d1eo0a_,1eo0,all-a,A:
d1wjta_,1wjt,all-a,A:
d2b4jc1,2b4j,all-a,C:346-426
d1xn8a_,1xn8,all-a,A:
d1f6va_,1f6v,all-a,A:
d1ofcx3,1ofc,all-a,X:697-798
d1or7c_,1or7,all-a,C:
d1c5aa_,1c5a,all-a,A:
d1v54h_,1v54,all-a,H:
d1j0ta_,1j0t,all-a,A:
d1iyra_,1iyr,all-a,A:
d1hypa_,1hyp,all-a,A:
d1fk5a_,1fk5,all-a,A:
d1tuka1,1tuk,all-a,A:1-67
d1hssa_,1hss,all-a,A:
d1beaa_,1bea,all-a,A:
d1psya_,1psy,all-a,A:
d1s6da_,1s6d,all-a,A:
d1aiea_,1aie,all-a,A:
d1k1fa_,1k1f,all-a,A:
d1adta1,1adt,all-a,A:176-265
d1owfa_,1owf,all-a,A:
d1owfb_,1owf,all-a,B:
d1b8za_,1b8z,all-a,A:
d1exea_,1exe,all-a,A:
d1dp3a_,1dp3,all-a,A:
d2g7oa1,2g7o,all-a,A:60-127
d1vlba1,1vlb,all-a,A:81-193
d1v97a1,1v97,all-a,A:93-165
d1n62a1,1n62,all-a,A:82-163
d1dj8a_,1dj8,all-a,A:
d1g9la_,1g9l,all-a,A:
d1nmra_,1nmr,all-a,A:
d1ifwa_,1ifw,all-a,A:
d1i2ta_,1i2t,all-a,A:
d1gyza_,1gyz,all-a,A:
d1af7a1,1af7,all-a,A:11-91
d2a6ta1,2a6t,all-a,A:1-94
d1xl3c1,1xl3,all-a,C:2-92
d1z21a1,1z21,all-a,A:42-145
d1xkpa1,1xkp,all-a,A:73-269
d1u84a_,1u84,all-a,A:
d1mp1a_,1mp1,all-a,A:
d1s5qb_,1s5q,all-a,B:
d1j2ma_,1j2m,all-a,A:
d2f4mb1,2f4m,all-a,B:275-332
d1x3zb1,1x3z,all-a,B:253-309
d1rxqa_,1rxq,all-a,A:
d2f22a1,2f22,all-a,A:1-141
d1xoub_,1xou,all-a,B:
d1ojha_,1ojh,all-a,A:
d2au5a1,2au5,all-a,A:1-132
d1wu9a1,1wu9,all-a,A:191-249
d1bqva_,1bqv,all-a,A:
d1ji7a_,1ji7,all-a,A:
d1sv0c_,1sv0,all-a,C:
d1sxda_,1sxd,all-a,A:
d1sxea_,1sxe,all-a,A:
d1b4fa_,1b4f,all-a,A:
d1dxsa_,1dxs,all-a,A:
d1kw4a_,1kw4,all-a,A:
d1oxja1,1oxj,all-a,A:594-655
d1z1va1,1z1v,all-a,A:33-102
d1ow5a_,1ow5,all-a,A:
d1v38a_,1v38,all-a,A:
d2f3na1,2f3n,all-a,A:2-65
d1wwva1,1wwv,all-a,A:8-85
d1pk3a1,1pk3,all-a,A:17-79
d2d8ca1,2d8c,all-a,A:7-91
d1x40a1,1x40,all-a,A:8-85
d1cuka2,1cuk,all-a,A:65-142
d1ixra1,1ixr,all-a,A:63-135
d1kfta_,1kft,all-a,A:
d1dgsa1,1dgs,all-a,A:401-581
d2csba1,2csb,all-a,A:351-409
d2csba2,2csb,all-a,A:294-350
d2csba3,2csb,all-a,A:410-464
d2csba4,2csb,all-a,A:465-519
d2a1jb1,2a1j,all-a,B:219-296
d1x2ia1,1x2i,all-a,A:2-69
d2a1ja1,2a1j,all-a,A:837-898
d1lb2b_,1lb2,all-a,B:
d1doqa_,1doq,all-a,A:
d1z3eb1,1z3e,all-a,B:245-311
d1szpa1,1szp,all-a,A:81-144
d2i1qa1,2i1q,all-a,A:5-64
d1u9la_,1u9l,all-a,A:
d1y88a1,1y88,all-a,A:128-186
d1ci4a_,1ci4,all-a,A:
d2fmpa1,2fmp,all-a,A:10-91
d1jmsa1,1jms,all-a,A:148-242
d2bcqa1,2bcq,all-a,A:252-327
d2fmpa2,2fmp,all-a,A:92-148
d1jmsa3,1jms,all-a,A:243-302
d2bcqa2,2bcq,all-a,A:329-385
d1tfra1,1tfr,all-a,A:183-305
d1bgxt1,1bgx,all-a,T:174-289
d1xo1a1,1xo1,all-a,A:186-290
d1rxwa1,1rxw,all-a,A:220-324
d1ul1x1,1ul1,all-a,X:218-357
d1d8ba_,1d8b,all-a,A:
d1wuda1,1wud,all-a,A:530-606
d2e1fa1,2e1f,all-a,A:1142-1235
d1go3f_,1go3,all-a,F:
d1y14a_,1y14,all-a,A:
d2c35a1,2c35,all-a,A:14-142
d1yt3a1,1yt3,all-a,A:194-294
d1yt3a2,1yt3,all-a,A:295-375
d2hbja1,2hbj,all-a,A:421-516
d2cpra1,2cpr,all-a,A:483-595
d1f44a1,1f44,all-a,A:20-129
d1a0pa1,1a0p,all-a,A:3-100
d1p4ea1,1p4e,all-a,A:2-129
d1zyma1,1zym,all-a,A:22-144
d1ryka_,1ryk,all-a,A:
d1m6ya1,1m6y,all-a,A:115-215
d1kl9a1,1kl9,all-a,A:89-182
d1q46a1,1q46,all-a,A:89-175
d2ahob1,2aho,all-a,B:85-175
d2fj6a1,2fj6,all-a,A:1-74
d1ecwa_,1ecw,all-a,A:
d1jvra_,1jvr,all-a,A:
d2f76x1,2f76,all-a,X:1-94
d1a6sa_,1a6s,all-a,A:
d1heka_,1hek,all-a,A:
d1uhua_,1uhu,all-a,A:
d1r6ra_,1r6r,all-a,A:
d1sfka_,1sfk,all-a,A:
d1qgta_,1qgt,all-a,A:
d1aepa_,1aep,all-a,A:
d1eq1a_,1eq1,all-a,A:
d1o5ha_,1o5h,all-a,A:
d1sj7a1,1sj7,all-a,A:488-654
d1r0da_,1r0d,all-a,A:
d1sj8a2,1sj8,all-a,A:658-782
d1u89a1,1u89,all-a,A:752-889
d1xlya_,1xly,all-a,A:
d2cbia1,2cbi,all-a,A:496-624
d2choa1,2cho,all-a,A:437-590
d2ijqa1,2ijq,all-a,A:14-158
d2cwya1,2cwy,all-a,A:1-94
d2es9a1,2es9,all-a,A:11-107
d1n69a_,1n69,all-a,A:
d1nkla_,1nkl,all-a,A:
d1l9la_,1l9l,all-a,A:
d2gtga1,2gtg,all-a,A:2-79
d1of9a_,1of9,all-a,A:
d1qdma1,1qdm,all-a,A:1S-104S
d1o82a_,1o82,all-a,A:
d1bo9a_,1bo9,all-a,A:
d1n00a_,1n00,all-a,A:
d1w7ba_,1w7b,all-a,A:
d1azsc1,1azs,all-a,C:86-201
d1cipa1,1cip,all-a,A:61-181
d1zcba1,1zcb,all-a,A:76-201
d1ej5a_,1ej5,all-a,A:
d1w0ja1,1w0j,all-a,A:380-510
d2jdid1,2jdi,all-a,D:358-475
d1fkma1,1fkm,all-a,A:249-442
d1fkma2,1fkm,all-a,A:443-630
d1jvsa1,1jvs,all-a,A:301-399
d1r0ka1,1r0k,all-a,A:291-385
d1abva_,1abv,all-a,A:
d1g7da_,1g7d,all-a,A:
d2c0ga1,2c0g,all-a,A:1146-1251
d1m2oa1,1m2o,all-a,A:524-626
d1pd0a1,1pd0,all-a,A:647-753
d1dvka_,1dvk,all-a,A:
d1m9fc_,1m9f,all-a,C:
d2eiaa2,2eia,all-a,A:17-147
d1g03a_,1g03,all-a,A:
d1em9a_,1em9,all-a,A:
d1u7ka_,1u7k,all-a,A:
d2cchb1,2cch,all-a,B:181-308
d2cchb2,2cch,all-a,B:309-432
d1jkwa1,1jkw,all-a,A:11-161
d1jkwa2,1jkw,all-a,A:162-287
d2f2ca1,2f2c,all-a,A:9-148
d2f2ca2,2f2c,all-a,A:149-254
d1f5qb1,1f5q,all-a,B:6-146
d1f5qb2,1f5q,all-a,B:147-252
d1g3nc1,1g3n,all-a,C:16-147
d1g3nc2,1g3n,all-a,C:148-253
d1unld_,1unl,all-a,D:
d1vola1,1vol,all-a,A:113-207
d1vola2,1vol,all-a,A:208-316
d1aisb1,1ais,all-a,B:1108-1205
d1aisb2,1ais,all-a,B:1206-1300
d1guxa_,1gux,all-a,A:
d1guxb_,1gux,all-a,B:
d1k8ke_,1k8k,all-a,E:
d1o0wa1,1o0w,all-a,A:-1-167
d2ez6a1,2ez6,all-a,A:3-150
d1u61a_,1u61,all-a,A:
d1ztda1,1ztd,all-a,A:2-125
d1rssa_,1rss,all-a,A:
d1iqva_,1iqv,all-a,A:
d1jr3a1,1jr3,all-a,A:243-368
d2gnoa1,2gno,all-a,A:209-306
d1a5ta1,1a5t,all-a,A:208-330
d1jr3d1,1jr3,all-a,D:212-338
d1iqpa1,1iqp,all-a,A:233-327
d1sxja1,1sxj,all-a,A:548-693
d1sxjb1,1sxj,all-a,B:231-322
d1sxjc1,1sxj,all-a,C:239-333
d1sxjd1,1sxj,all-a,D:263-353
d1sxje1,1sxj,all-a,E:256-354
d2hhpa1,2hhp,all-a,A:202-351
d1px5a1,1px5,all-a,A:201-346
d1r89a1,1r89,all-a,A:143-257
d2b4va1,2b4v,all-a,A:289-471
d1tkva_,1tkv,all-a,A:
d1ny9a_,1ny9,all-a,A:
d1ug0a_,1ug0,all-a,A:
d1puza_,1puz,all-a,A:
d1seda_,1sed,all-a,A:
d1vk5a_,1vk5,all-a,A:
d2fi0a1,2fi0,all-a,A:3-81
d2euca1,2euc,all-a,A:1-113
d1s0pa_,1s0p,all-a,A:
d2j0oa1,2j0o,all-a,A:39-322
d2izpa1,2izp,all-a,A:1035-1301
d2isya2,2isy,all-a,A:65-140
d1on2a2,1on2,all-a,A:63-136
d1gpja1,1gpj,all-a,A:303-404
d1uptb_,1upt,all-a,B:
d1urua_,1uru,all-a,A:
d2d4ca1,2d4c,all-a,A:11-247
d1i4da_,1i4d,all-a,A:
d1y2oa1,1y2o,all-a,A:1-248
d1vf6a_,1vf6,all-a,A:
d1vf6c_,1vf6,all-a,C:
d1rsoa_,1rso,all-a,A:
d1rsob_,1rso,all-a,B:
d1zl8b1,1zl8,all-a,B:106-159
d1zl8a1,1zl8,all-a,A:4-53
d1uuja_,1uuj,all-a,A:
d2bnka1,2bnk,all-a,A:66-128
d1ykhb1,1ykh,all-a,B:2-130
d1ykha1,1ykh,all-a,A:111-205
d1ngra_,1ngr,all-a,A:
d1ddfa_,1ddf,all-a,A:
d1fada_,1fad,all-a,A:
d1d2za_,1d2z,all-a,A:
d1d2zb_,1d2z,all-a,B:
d1icha_,1ich,all-a,A:
d1wh4a_,1wh4,all-a,A:
d1wmga_,1wmg,all-a,A:
d1a1za_,1a1z,all-a,A:
d1n3ka_,1n3k,all-a,A:
d3crda_,3crd,all-a,A:
d1cy5a_,1cy5,all-a,A:
d3ygsp_,3ygs,all-a,P:
d1dgna_,1dgn,all-a,A:
d1ucpa_,1ucp,all-a,A:
d1pn5a1,1pn5,all-a,A:59-151
d1hw1a2,1hw1,all-a,A:79-230
d1yoza1,1yoz,all-a,A:11-124
d1eyva_,1eyv,all-a,A:
d1ey1a_,1ey1,all-a,A:
d1tzva_,1tzv,all-a,A:
d1q8ca_,1q8c,all-a,A:
d1sqga1,1sqg,all-a,A:5-144
d1y9ia_,1y9i,all-a,A:
d1b79a_,1b79,all-a,A:
d1q5za_,1q5z,all-a,A:
d1qh4a1,1qh4,all-a,A:2-102
d1m15a1,1m15,all-a,A:2-95
d1tx9a1,1tx9,all-a,A:7-144
d1llaa1,1lla,all-a,A:2-109
d1llaa2,1lla,all-a,A:110-379
d1js8a1,1js8,all-a,A:2503-2791
d1bt3a_,1bt3,all-a,A:
d1dbha1,1dbh,all-a,A:198-404
d1by1a_,1by1,all-a,A:
d1f5xa_,1f5x,all-a,A:
d1foea1,1foe,all-a,A:1034-1239
d1ki1b1,1ki1,all-a,B:1229-1438
d1ntya1,1nty,all-a,A:1231-1414
d1txda1,1txd,all-a,A:766-999
d1boua_,1bou,all-a,A:
d1p0ya1,1p0y,all-a,A:311-486
d1hbna1,1hbn,all-a,A:270-549
d1hbnb1,1hbn,all-a,B:189-443
d1sdia_,1sdi,all-a,A:
d2fefa2,2fef,all-a,A:135-293
d2jeka1,2jek,all-a,A:6-145
d2cxfa1,2cxf,all-a,A:83-249
d2fm9a1,2fm9,all-a,A:49-263
d1bgfa_,1bgf,all-a,A:
d1agre_,1agr,all-a,E:
d1fqia_,1fqi,all-a,A:
d1dk8a_,1dk8,all-a,A:
d1iapa_,1iap,all-a,A:
d1htjf_,1htj,all-a,F:
d1omwa1,1omw,all-a,A:29-185
d1gzsb_,1gzs,all-a,B:
d1l8wa_,1l8w,all-a,A:
d1izma_,1izm,all-a,A:
d1nxha_,1nxh,all-a,A:
d2apla1,2apl,all-a,A:2-150
d1a9xa1,1a9x,all-a,A:403-555
d2e3ba1,2e3b,all-a,A:9-344
d2euta1,2eut,all-a,A:4-294
d1oafa_,1oaf,all-a,A:
d1gwua_,1gwu,all-a,A:
d1mwva1,1mwv,all-a,A:35-440
d1mwva2,1mwv,all-a,A:441-748
d1q4ga1,1q4g,all-a,A:74-584
d1jj2o_,1jj2,all-a,O:
d1ng6a_,1ng6,all-a,A:
d2f2ab1,2f2a,all-a,B:294-400
d2d6fc1,2d6f,all-a,C:445-503
d1zq1c1,1zq1,all-a,C:457-512
d1wpba_,1wpb,all-a,A:
d1td6a_,1td6,all-a,A:
d1vj7a1,1vj7,all-a,A:5-196
d2paqa1,2paq,all-a,A:2-187
d1xx7a_,1xx7,all-a,A:
d1ynba1,1ynb,all-a,A:7-173
d2heka1,2hek,all-a,A:1-369
d2o6ia1,2o6i,all-a,A:1-453
d1y2ka1,1y2k,all-a,A:86-411
d1tbfa_,1tbf,all-a,A:
d1so2a_,1so2,all-a,A:
d2hd1a1,2hd1,all-a,A:181-506
d1taza_,1taz,all-a,A:
d1vqra_,1vqr,all-a,A:
d2ibna1,2ibn,all-a,A:37-285
d1u6za1,1u6z,all-a,A:313-509
d2icwg1,2icw,all-a,G:1-213
d1aa7a_,1aa7,all-a,A:
d1orna_,1orn,all-a,A:
d1muna_,1mun,all-a,A:
d1ngna_,1ngn,all-a,A:
d1keaa_,1kea,all-a,A:
d1nkua_,1nku,all-a,A:
d1pu6a_,1pu6,all-a,A:
d1mpga1,1mpg,all-a,A:100-282
d1m3qa1,1m3q,all-a,A:136-325
d1xqoa_,1xqo,all-a,A:
d1xg7a_,1xg7,all-a,A:
d1j09a1,1j09,all-a,A:306-468
d1irxa1,1irx,all-a,A:320-523
d1yfsa1,1yfs,all-a,A:237-457
d1rlra1,1rlr,all-a,A:10-221
d1peqa1,1peq,all-a,A:13-174
d1t77a1,1t77,all-a,A:2186-2489
d2j07a1,2j07,all-a,A:172-405
d1owla1,1owl,all-a,A:205-475
d1np7a1,1np7,all-a,A:205-483
d1u3da1,1u3d,all-a,A:198-497
d2cvza1,2cvz,all-a,A:158-289
d1vpda1,1vpd,all-a,A:164-296
d1pgpa1,1pgp,all-a,A:177-473
d1pgja1,1pgj,all-a,A:179-478
d1lj8a3,1lj8,all-a,A:287-492
d1np3a1,1np3,all-a,A:183-327
d1qmga1,1qmg,all-a,A:308-595
d1f14a1,1f14,all-a,A:204-302
d1wdka1,1wdk,all-a,A:497-620
d1wdka2,1wdk,all-a,A:621-715
d1i36a1,1i36,all-a,A:153-264
d1dlja1,1dlj,all-a,A:197-294
d1mv8a1,1mv8,all-a,A:203-300
d1bg6a1,1bg6,all-a,A:188-359
d1m66a1,1m66,all-a,A:198-357
d1txga1,1txg,all-a,A:181-335
d1ks9a1,1ks9,all-a,A:168-291
d2amfa1,2amf,all-a,A:153-256
d2b0ja1,2b0j,all-a,A:243-344
d2g5ca1,2g5c,all-a,A:201-310
d2f1ka1,2f1k,all-a,A:166-279
d1utga_,1utg,all-a,A:
